ensembl_gene_id_version	gene_biotype	external_gene_name	description
ENSG00000160917.15	protein_coding	CPSF4	cleavage and polyadenylation specific factor 4 [Source:HGNC Symbol;Acc:HGNC:2327]
ENSG00000160963.14	protein_coding	COL26A1	collagen type XXVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18038]
ENSG00000160991.17	protein_coding	ORAI2	ORAI calcium release-activated calcium modulator 2 [Source:HGNC Symbol;Acc:HGNC:21667]
ENSG00000160993.4	protein_coding	ALKBH4	alkB homolog 4, lysine demethylase [Source:HGNC Symbol;Acc:HGNC:21900]
ENSG00000160999.11	protein_coding	SH2B2	SH2B adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:17381]
ENSG00000161010.16	protein_coding	MRNIP	MRN complex interacting protein [Source:HGNC Symbol;Acc:HGNC:30817]
ENSG00000161011.20	protein_coding	SQSTM1	sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]
ENSG00000161013.17	protein_coding	MGAT4B	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B [Source:HGNC Symbol;Acc:HGNC:7048]
ENSG00000161021.13	protein_coding	MAML1	mastermind like transcriptional coactivator 1 [Source:HGNC Symbol;Acc:HGNC:13632]
ENSG00000161036.13	protein_coding	LRWD1	leucine rich repeats and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21769]
ENSG00000161048.12	protein_coding	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]
ENSG00000161055.4	protein_coding	SCGB3A1	secretoglobin family 3A member 1 [Source:HGNC Symbol;Acc:HGNC:18384]
ENSG00000161057.13	protein_coding	PSMC2	proteasome 26S subunit, ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9548]
ENSG00000161202.20	protein_coding	DVL3	dishevelled segment polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:3087]
ENSG00000161203.14	protein_coding	AP2M1	adaptor related protein complex 2 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:564]
ENSG00000161204.12	protein_coding	ABCF3	ATP binding cassette subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:72]
ENSG00000161217.12	protein_coding	PCYT1A	phosphate cytidylyltransferase 1A, choline [Source:HGNC Symbol;Acc:HGNC:8754]
ENSG00000161267.12	protein_coding	BDH1	3-hydroxybutyrate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:1027]
ENSG00000161896.12	protein_coding	IP6K3	inositol hexakisphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17269]
ENSG00000161904.12	protein_coding	LEMD2	LEM domain nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:21244]
ENSG00000161911.12	protein_coding	TREML1	triggering receptor expressed on myeloid cells like 1 [Source:HGNC Symbol;Acc:HGNC:20434]
ENSG00000163069.13	protein_coding	SGCB	sarcoglycan beta [Source:HGNC Symbol;Acc:HGNC:10806]
ENSG00000163071.11	protein_coding	SPATA18	spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]
ENSG00000163104.18	protein_coding	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 [Source:HGNC Symbol;Acc:HGNC:18398]
ENSG00000163106.11	protein_coding	HPGDS	hematopoietic prostaglandin D synthase [Source:HGNC Symbol;Acc:HGNC:17890]
ENSG00000163110.15	protein_coding	PDLIM5	PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
ENSG00000163114.6	protein_coding	PDHA2	pyruvate dehydrogenase E1 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8807]
ENSG00000163116.10	protein_coding	STPG2	sperm tail PG-rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:28712]
ENSG00000163132.8	protein_coding	MSX1	msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391]
ENSG00000163138.19	protein_coding	PACRGL	parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
ENSG00000163145.13	protein_coding	C1QTNF7	C1q and TNF related 7 [Source:HGNC Symbol;Acc:HGNC:14342]
ENSG00000163257.11	protein_coding	DCAF16	DDB1 and CUL4 associated factor 16 [Source:HGNC Symbol;Acc:HGNC:25987]
ENSG00000163281.12	protein_coding	GNPDA2	glucosamine-6-phosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:21526]
ENSG00000163285.8	protein_coding	GABRG1	gamma-aminobutyric acid type A receptor subunit gamma1 [Source:HGNC Symbol;Acc:HGNC:4086]
ENSG00000163288.14	protein_coding	GABRB1	gamma-aminobutyric acid type A receptor subunit beta1 [Source:HGNC Symbol;Acc:HGNC:4081]
ENSG00000163291.14	protein_coding	PAQR3	progestin and adipoQ receptor family member 3 [Source:HGNC Symbol;Acc:HGNC:30130]
ENSG00000163293.12	protein_coding	NIPAL1	NIPA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27194]
ENSG00000163297.18	protein_coding	ANTXR2	ANTXR cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:21732]
ENSG00000163312.11	protein_coding	HELQ	helicase, POLQ like [Source:HGNC Symbol;Acc:HGNC:18536]
ENSG00000163319.11	protein_coding	MRPS18C	mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]
ENSG00000163322.14	protein_coding	ABRAXAS1	abraxas 1, BRCA1 A complex subunit [Source:HGNC Symbol;Acc:HGNC:25829]
ENSG00000163347.6	protein_coding	CLDN1	claudin 1 [Source:HGNC Symbol;Acc:HGNC:2032]
ENSG00000163394.6	protein_coding	CCKAR	cholecystokinin A receptor [Source:HGNC Symbol;Acc:HGNC:1570]
ENSG00000163440.12	protein_coding	PDCL2	phosducin like 2 [Source:HGNC Symbol;Acc:HGNC:29524]
ENSG00000163453.11	protein_coding	IGFBP7	insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]
ENSG00000163536.13	protein_coding	SERPINI1	serpin family I member 1 [Source:HGNC Symbol;Acc:HGNC:8943]
ENSG00000163558.13	protein_coding	PRKCI	protein kinase C iota [Source:HGNC Symbol;Acc:HGNC:9404]
ENSG00000163577.8	protein_coding	EIF5A2	eukaryotic translation initiation factor 5A2 [Source:HGNC Symbol;Acc:HGNC:3301]
ENSG00000163581.14	protein_coding	SLC2A2	solute carrier family 2 member 2 [Source:HGNC Symbol;Acc:HGNC:11006]
ENSG00000163584.18	protein_coding	RPL22L1	ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610]
ENSG00000163590.14	protein_coding	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L [Source:HGNC Symbol;Acc:HGNC:16381]
ENSG00000163623.10	protein_coding	NKX6-1	NK6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7839]
ENSG00000163624.6	protein_coding	CDS1	CDP-diacylglycerol synthase 1 [Source:HGNC Symbol;Acc:HGNC:1800]
ENSG00000163625.17	protein_coding	WDFY3	WD repeat and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20751]
ENSG00000163626.17	protein_coding	COX18	cytochrome c oxidase assembly factor COX18 [Source:HGNC Symbol;Acc:HGNC:26801]
ENSG00000163629.13	protein_coding	PTPN13	protein tyrosine phosphatase non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]
ENSG00000163631.17	protein_coding	ALB	albumin [Source:HGNC Symbol;Acc:HGNC:399]
ENSG00000163633.12	protein_coding	C4orf36	chromosome 4 open reading frame 36 [Source:HGNC Symbol;Acc:HGNC:28386]
ENSG00000163644.15	protein_coding	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K [Source:HGNC Symbol;Acc:HGNC:25415]
ENSG00000163645.15	protein_coding	ERICH6	glutamate rich 6 [Source:HGNC Symbol;Acc:HGNC:28602]
ENSG00000163646.12	protein_coding	CLRN1	clarin 1 [Source:HGNC Symbol;Acc:HGNC:12605]
ENSG00000163655.16	protein_coding	GMPS	guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]
ENSG00000163659.13	protein_coding	TIPARP	TCDD inducible poly(ADP-ribose) polymerase [Source:HGNC Symbol;Acc:HGNC:23696]
ENSG00000163660.12	protein_coding	CCNL1	cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569]
ENSG00000163661.4	protein_coding	PTX3	pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]
ENSG00000163682.17	protein_coding	RPL9	ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]
ENSG00000163683.12	protein_coding	SMIM14	small integral membrane protein 14 [Source:HGNC Symbol;Acc:HGNC:27321]
ENSG00000163694.15	protein_coding	RBM47	RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358]
ENSG00000163697.17	protein_coding	APBB2	amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
ENSG00000163710.9	protein_coding	PCOLCE2	procollagen C-endopeptidase enhancer 2 [Source:HGNC Symbol;Acc:HGNC:8739]
ENSG00000163714.18	protein_coding	U2SURP	U2 snRNP associated SURP domain containing [Source:HGNC Symbol;Acc:HGNC:30855]
ENSG00000163728.11	protein_coding	TTC14	tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697]
ENSG00000163734.4	protein_coding	CXCL3	C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]
ENSG00000163735.7	protein_coding	CXCL5	C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]
ENSG00000163736.4	protein_coding	PPBP	pro-platelet basic protein [Source:HGNC Symbol;Acc:HGNC:9240]
ENSG00000163737.5	protein_coding	PF4	platelet factor 4 [Source:HGNC Symbol;Acc:HGNC:8861]
ENSG00000163738.19	protein_coding	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865]
ENSG00000163739.5	protein_coding	CXCL1	C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
ENSG00000163743.14	protein_coding	RCHY1	ring finger and CHY zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17479]
ENSG00000163746.13	protein_coding	PLSCR2	phospholipid scramblase 2 [Source:HGNC Symbol;Acc:HGNC:16494]
ENSG00000163749.18	protein_coding	CCDC158	coiled-coil domain containing 158 [Source:HGNC Symbol;Acc:HGNC:26374]
ENSG00000163751.4	protein_coding	CPA3	carboxypeptidase A3 [Source:HGNC Symbol;Acc:HGNC:2298]
ENSG00000163754.18	protein_coding	GYG1	glycogenin 1 [Source:HGNC Symbol;Acc:HGNC:4699]
ENSG00000163755.9	protein_coding	HPS3	HPS3 biogenesis of lysosomal organelles complex 2 subunit 1 [Source:HGNC Symbol;Acc:HGNC:15597]
ENSG00000163762.7	protein_coding	TM4SF18	transmembrane 4 L six family member 18 [Source:HGNC Symbol;Acc:HGNC:25181]
ENSG00000163781.14	protein_coding	TOPBP1	DNA topoisomerase II binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17008]
ENSG00000163785.13	protein_coding	RYK	receptor like tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10481]
ENSG00000163864.18	protein_coding	NMNAT3	nicotinamide nucleotide adenylyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:20989]
ENSG00000163872.16	protein_coding	YEATS2	YEATS domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25489]
ENSG00000163882.10	protein_coding	POLR2H	RNA polymerase II, I and III subunit H [Source:HGNC Symbol;Acc:HGNC:9195]
ENSG00000163888.4	protein_coding	CAMK2N2	calcium/calmodulin dependent protein kinase II inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:24197]
ENSG00000163898.10	protein_coding	LIPH	lipase H [Source:HGNC Symbol;Acc:HGNC:18483]
ENSG00000163900.11	protein_coding	TMEM41A	transmembrane protein 41A [Source:HGNC Symbol;Acc:HGNC:30544]
ENSG00000163902.12	protein_coding	RPN1	ribophorin I [Source:HGNC Symbol;Acc:HGNC:10381]
ENSG00000163904.13	protein_coding	SENP2	SUMO specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:23116]
ENSG00000163913.14	protein_coding	IFT122	intraflagellar transport 122 [Source:HGNC Symbol;Acc:HGNC:13556]
ENSG00000163914.5	protein_coding	RHO	rhodopsin [Source:HGNC Symbol;Acc:HGNC:10012]
ENSG00000163918.12	protein_coding	RFC4	replication factor C subunit 4 [Source:HGNC Symbol;Acc:HGNC:9972]
ENSG00000163923.10	protein_coding	RPL39L	ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]
ENSG00000163945.19	protein_coding	UVSSA	UV stimulated scaffold protein A [Source:HGNC Symbol;Acc:HGNC:29304]
ENSG00000163950.13	protein_coding	SLBP	stem-loop binding protein [Source:HGNC Symbol;Acc:HGNC:10904]
ENSG00000163956.13	protein_coding	LRPAP1	LDL receptor related protein associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6701]
ENSG00000163958.14	protein_coding	ZDHHC19	zinc finger DHHC-type palmitoyltransferase 19 [Source:HGNC Symbol;Acc:HGNC:20713]
ENSG00000163959.10	protein_coding	SLC51A	solute carrier family 51 subunit alpha [Source:HGNC Symbol;Acc:HGNC:29955]
ENSG00000163960.12	protein_coding	UBXN7	UBX domain protein 7 [Source:HGNC Symbol;Acc:HGNC:29119]
ENSG00000163961.4	protein_coding	RNF168	ring finger protein 168 [Source:HGNC Symbol;Acc:HGNC:26661]
ENSG00000163964.18	protein_coding	PIGX	phosphatidylinositol glycan anchor biosynthesis class X [Source:HGNC Symbol;Acc:HGNC:26046]
ENSG00000163975.14	protein_coding	MELTF	melanotransferrin [Source:HGNC Symbol;Acc:HGNC:7037]
ENSG00000163982.6	protein_coding	OTOP1	otopetrin 1 [Source:HGNC Symbol;Acc:HGNC:19656]
ENSG00000163993.7	protein_coding	S100P	S100 calcium binding protein P [Source:HGNC Symbol;Acc:HGNC:10504]
ENSG00000163995.21	protein_coding	ABLIM2	actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195]
ENSG00000164022.18	protein_coding	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:HGNC:10648]
ENSG00000164023.15	protein_coding	SGMS2	sphingomyelin synthase 2 [Source:HGNC Symbol;Acc:HGNC:28395]
ENSG00000164024.12	protein_coding	METAP1	methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789]
ENSG00000164031.17	protein_coding	DNAJB14	DnaJ heat shock protein family (Hsp40) member B14 [Source:HGNC Symbol;Acc:HGNC:25881]
ENSG00000164032.12	protein_coding	H2AZ1	H2A.Z variant histone 1 [Source:HGNC Symbol;Acc:HGNC:4741]
ENSG00000164035.10	protein_coding	EMCN	endomucin [Source:HGNC Symbol;Acc:HGNC:16041]
ENSG00000164037.17	protein_coding	SLC9B1	solute carrier family 9 member B1 [Source:HGNC Symbol;Acc:HGNC:24244]
ENSG00000164038.16	protein_coding	SLC9B2	solute carrier family 9 member B2 [Source:HGNC Symbol;Acc:HGNC:25143]
ENSG00000164039.15	protein_coding	BDH2	3-hydroxybutyrate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:32389]
ENSG00000164040.18	protein_coding	PGRMC2	progesterone receptor membrane component 2 [Source:HGNC Symbol;Acc:HGNC:16089]
ENSG00000164056.11	protein_coding	SPRY1	sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]
ENSG00000164066.13	protein_coding	INTU	inturned planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:29239]
ENSG00000164070.12	protein_coding	HSPA4L	heat shock protein family A (Hsp70) member 4 like [Source:HGNC Symbol;Acc:HGNC:17041]
ENSG00000164073.11	protein_coding	MFSD8	major facilitator superfamily domain containing 8 [Source:HGNC Symbol;Acc:HGNC:28486]
ENSG00000164074.16	protein_coding	ABHD18	abhydrolase domain containing 18 [Source:HGNC Symbol;Acc:HGNC:26111]
ENSG00000164089.9	protein_coding	ETNPPL	ethanolamine-phosphate phospho-lyase [Source:HGNC Symbol;Acc:HGNC:14404]
ENSG00000164093.18	protein_coding	PITX2	paired like homeodomain 2 [Source:HGNC Symbol;Acc:HGNC:9005]
ENSG00000164096.13	protein_coding	C4orf3	chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225]
ENSG00000164099.3	protein_coding	PRSS12	serine protease 12 [Source:HGNC Symbol;Acc:HGNC:9477]
ENSG00000164100.9	protein_coding	NDST3	N-deacetylase and N-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:7682]
ENSG00000164104.12	protein_coding	HMGB2	high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]
ENSG00000164105.4	protein_coding	SAP30	Sin3A associated protein 30 [Source:HGNC Symbol;Acc:HGNC:10532]
ENSG00000164106.8	protein_coding	SCRG1	stimulator of chondrogenesis 1 [Source:HGNC Symbol;Acc:HGNC:17036]
ENSG00000164107.9	protein_coding	HAND2	heart and neural crest derivatives expressed 2 [Source:HGNC Symbol;Acc:HGNC:4808]
ENSG00000164109.14	protein_coding	MAD2L1	mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]
ENSG00000164111.15	protein_coding	ANXA5	annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]
ENSG00000164112.14	protein_coding	SMIM43	small integral membrane protein 43 [Source:HGNC Symbol;Acc:HGNC:55077]
ENSG00000164113.11	protein_coding	ADAD1	adenosine deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30713]
ENSG00000164114.19	protein_coding	MAP9	microtubule associated protein 9 [Source:HGNC Symbol;Acc:HGNC:26118]
ENSG00000164116.17	protein_coding	GUCY1A1	guanylate cyclase 1 soluble subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4685]
ENSG00000164117.14	protein_coding	FBXO8	F-box protein 8 [Source:HGNC Symbol;Acc:HGNC:13587]
ENSG00000164118.13	protein_coding	CEP44	centrosomal protein 44 [Source:HGNC Symbol;Acc:HGNC:29356]
ENSG00000164120.14	protein_coding	HPGD	15-hydroxyprostaglandin dehydrogenase [Source:HGNC Symbol;Acc:HGNC:5154]
ENSG00000164122.9	protein_coding	ASB5	ankyrin repeat and SOCS box containing 5 [Source:HGNC Symbol;Acc:HGNC:17180]
ENSG00000164123.7	protein_coding	C4orf45	chromosome 4 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:26342]
ENSG00000164124.11	protein_coding	TMEM144	transmembrane protein 144 [Source:HGNC Symbol;Acc:HGNC:25633]
ENSG00000164125.16	protein_coding	GASK1B	golgi associated kinase 1B [Source:HGNC Symbol;Acc:HGNC:25312]
ENSG00000164128.7	protein_coding	NPY1R	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:HGNC:7956]
ENSG00000164129.12	protein_coding	NPY5R	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:HGNC:7958]
ENSG00000164134.14	protein_coding	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:30782]
ENSG00000164136.17	protein_coding	IL15	interleukin 15 [Source:HGNC Symbol;Acc:HGNC:5977]
ENSG00000164142.16	protein_coding	FHIP1A	FHF complex subunit HOOK interacting protein 1A [Source:HGNC Symbol;Acc:HGNC:34237]
ENSG00000164144.16	protein_coding	ARFIP1	ADP ribosylation factor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21496]
ENSG00000164151.12	protein_coding	ICE1	interactor of little elongation complex ELL subunit 1 [Source:HGNC Symbol;Acc:HGNC:29154]
ENSG00000164161.10	protein_coding	HHIP	hedgehog interacting protein [Source:HGNC Symbol;Acc:HGNC:14866]
ENSG00000164162.14	protein_coding	ANAPC10	anaphase promoting complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:24077]
ENSG00000164163.11	protein_coding	ABCE1	ATP binding cassette subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:69]
ENSG00000164164.17	protein_coding	OTUD4	OTU deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:24949]
ENSG00000164167.12	protein_coding	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17017]
ENSG00000164168.8	protein_coding	TMEM184C	transmembrane protein 184C [Source:HGNC Symbol;Acc:HGNC:25587]
ENSG00000164169.13	protein_coding	PRMT9	protein arginine methyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:25099]
ENSG00000164171.11	protein_coding	ITGA2	integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137]
ENSG00000164172.20	protein_coding	MOCS2	molybdenum cofactor synthesis 2 [Source:HGNC Symbol;Acc:HGNC:7193]
ENSG00000164175.15	protein_coding	SLC45A2	solute carrier family 45 member 2 [Source:HGNC Symbol;Acc:HGNC:16472]
ENSG00000164176.13	protein_coding	EDIL3	EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173]
ENSG00000164180.14	protein_coding	TMEM161B	transmembrane protein 161B [Source:HGNC Symbol;Acc:HGNC:28483]
ENSG00000164181.14	protein_coding	ELOVL7	ELOVL fatty acid elongase 7 [Source:HGNC Symbol;Acc:HGNC:26292]
ENSG00000164182.12	protein_coding	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:28086]
ENSG00000164185.7	protein_coding	ZNF474	zinc finger protein 474 [Source:HGNC Symbol;Acc:HGNC:23245]
ENSG00000164187.7	protein_coding	LMBRD2	LMBR1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25287]
ENSG00000164188.9	protein_coding	RANBP3L	RAN binding protein 3 like [Source:HGNC Symbol;Acc:HGNC:26353]
ENSG00000164190.19	protein_coding	NIPBL	NIPBL cohesin loading factor [Source:HGNC Symbol;Acc:HGNC:28862]
ENSG00000164197.12	protein_coding	RNF180	ring finger protein 180 [Source:HGNC Symbol;Acc:HGNC:27752]
ENSG00000164199.18	protein_coding	ADGRV1	adhesion G protein-coupled receptor V1 [Source:HGNC Symbol;Acc:HGNC:17416]
ENSG00000164209.17	protein_coding	SLC25A46	solute carrier family 25 member 46 [Source:HGNC Symbol;Acc:HGNC:25198]
ENSG00000164211.13	protein_coding	STARD4	StAR related lipid transfer domain containing 4 [Source:HGNC Symbol;Acc:HGNC:18058]
ENSG00000164219.10	protein_coding	PGGT1B	protein geranylgeranyltransferase type I subunit beta [Source:HGNC Symbol;Acc:HGNC:8895]
ENSG00000164220.7	protein_coding	F2RL2	coagulation factor II thrombin receptor like 2 [Source:HGNC Symbol;Acc:HGNC:3539]
ENSG00000164221.13	protein_coding	CCDC112	coiled-coil domain containing 112 [Source:HGNC Symbol;Acc:HGNC:28599]
ENSG00000164236.12	protein_coding	ANKRD33B	ankyrin repeat domain 33B [Source:HGNC Symbol;Acc:HGNC:35240]
ENSG00000164237.9	protein_coding	CMBL	carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090]
ENSG00000164241.14	protein_coding	C5orf63	chromosome 5 open reading frame 63 [Source:HGNC Symbol;Acc:HGNC:40051]
ENSG00000164244.21	protein_coding	PRRC1	proline rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28164]
ENSG00000164251.5	protein_coding	F2RL1	F2R like trypsin receptor 1 [Source:HGNC Symbol;Acc:HGNC:3538]
ENSG00000164252.13	protein_coding	AGGF1	angiogenic factor with G-patch and FHA domains 1 [Source:HGNC Symbol;Acc:HGNC:24684]
ENSG00000164253.14	protein_coding	WDR41	WD repeat domain 41 [Source:HGNC Symbol;Acc:HGNC:25601]
ENSG00000164256.11	protein_coding	PRDM9	PR/SET domain 9 [Source:HGNC Symbol;Acc:HGNC:13994]
ENSG00000164258.12	protein_coding	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]
ENSG00000164265.9	protein_coding	SCGB3A2	secretoglobin family 3A member 2 [Source:HGNC Symbol;Acc:HGNC:18391]
